customerID,risk_score,ensemble_probability,gb_probability,rf_probability,lr_probability,risk_level,monthly_revenue,annual_revenue_risk,tenure_months,contract_type,payment_method,actual_churn,priority_rank,churn_drivers,recommended_action
4229-CZMLL,78.8,0.7884,0.7207,0.8331,0.8905,Critical,74.9,898.8,6,Month-to-month,Electronic check,1,529,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
9565-DJPIB,78.6,0.7862,0.7182,0.8871,0.8047,Critical,89.6,1075.2,4,Month-to-month,Mailed check,1,533,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
5956-YHHRX,78.6,0.786,0.7333,0.8176,0.87,Critical,104.35,1252.2,21,Month-to-month,Electronic check,0,536,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2984-AFWNC,78.5,0.7848,0.6961,0.872,0.876,Critical,95.4,1144.8,3,Month-to-month,Electronic check,0,539,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2761-OCIAX,78.4,0.7837,0.7187,0.8288,0.8785,Critical,74.7,896.4,2,Month-to-month,Electronic check,1,545,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
4112-LUEIZ,78.4,0.7842,0.6951,0.8553,0.9003,Critical,89.5,1074.0,10,Month-to-month,Electronic check,1,547,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
8083-YTZES,78.1,0.7811,0.7445,0.7651,0.8967,Critical,74.35,892.2,4,Month-to-month,Electronic check,1,557,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2674-MIAHT,78.1,0.7811,0.7363,0.8264,0.8254,Critical,80.3,963.6,4,Month-to-month,Mailed check,0,559,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3677-IYRBF,78.0,0.7798,0.7071,0.8346,0.8794,Critical,30.4,364.8,2,Month-to-month,Electronic check,1,563,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
6892-XPFPU,77.9,0.7791,0.7372,0.7998,0.8527,Critical,104.25,1251.0,24,Month-to-month,Electronic check,1,566,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
4713-LZDRV,77.7,0.777,0.6606,0.8755,0.9203,Critical,79.6,955.2,2,Month-to-month,Electronic check,1,573,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
4706-DGAHW,77.7,0.7768,0.7467,0.8389,0.7587,Critical,45.2,542.4,1,Month-to-month,Electronic check,0,575,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
7273-TEFQD,77.7,0.7766,0.6988,0.8302,0.891,Critical,41.15,493.8,3,Month-to-month,Electronic check,1,576,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2485-ITVKB,77.6,0.7758,0.7069,0.8224,0.8784,Critical,35.1,421.2,2,Month-to-month,Electronic check,1,580,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
9747-DDZOS,77.4,0.7737,0.7301,0.8814,0.7213,Critical,73.5,882.0,1,Month-to-month,Bank transfer (automatic),1,589,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
0365-BZUWY,77.2,0.772,0.7164,0.8022,0.8657,Critical,102.55,1230.6,17,Month-to-month,Electronic check,0,597,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
4342-HENTK,77.1,0.7715,0.6862,0.8336,0.8915,Critical,70.65,847.8,2,Month-to-month,Electronic check,1,604,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
7668-XCFYV,77.0,0.7704,0.6956,0.8053,0.9049,Critical,92.55,1110.6,17,Month-to-month,Electronic check,0,608,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
5357-TZHPP,76.6,0.7656,0.6909,0.8377,0.8444,Critical,84.4,1012.8,9,Month-to-month,Credit card (automatic),1,625,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
6376-GAHQE,76.5,0.7648,0.6711,0.8458,0.8776,Critical,77.85,934.2,4,Month-to-month,Electronic check,1,629,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2897-DOVND,76.5,0.7649,0.681,0.8314,0.8748,Critical,69.8,837.6,2,Month-to-month,Electronic check,0,631,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3030-YDNRM,76.4,0.7643,0.6979,0.7971,0.8814,Critical,74.85,898.2,8,Month-to-month,Electronic check,0,632,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
1746-TGTWV,76.1,0.7608,0.7345,0.8413,0.7057,Critical,75.35,904.2,1,Month-to-month,Credit card (automatic),0,640,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
9907-SWKKF,75.9,0.7588,0.7246,0.7904,0.7971,Critical,25.05,300.6,1,Month-to-month,Mailed check,1,644,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3877-JRJIP,75.9,0.7591,0.7526,0.708,0.8519,Critical,59.85,718.2,1,Month-to-month,Electronic check,1,646,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
1024-GUALD,75.8,0.7584,0.7033,0.7826,0.8596,Critical,24.8,297.6,1,Month-to-month,Electronic check,1,651,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
7198-GLXTC,75.8,0.7576,0.6518,0.8549,0.8763,Critical,79.0,948.0,2,Month-to-month,Electronic check,1,652,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
6198-ZFIOJ,75.8,0.7584,0.6577,0.8557,0.8645,Critical,75.6,907.2,5,Month-to-month,Electronic check,0,653,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
7044-YAACC,75.6,0.7565,0.6745,0.8083,0.8836,Critical,70.2,842.4,4,Month-to-month,Electronic check,0,663,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2985-FMWYF,75.6,0.7555,0.689,0.7921,0.8669,Critical,93.5,1122.0,23,Month-to-month,Electronic check,0,665,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
4633-MKHYU,75.5,0.7551,0.6439,0.8625,0.872,Critical,88.4,1060.8,9,Month-to-month,Mailed check,0,671,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
6608-QQLVK,75.5,0.7552,0.7162,0.814,0.7646,Critical,50.5,606.0,1,Month-to-month,Electronic check,1,673,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3721-CNEYS,75.4,0.7544,0.6759,0.8102,0.8669,Critical,70.95,851.4,2,Month-to-month,Electronic check,1,675,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2737-YNGYW,75.4,0.7543,0.6288,0.8832,0.8748,Critical,80.55,966.6,2,Month-to-month,Electronic check,1,676,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
9402-ORRAH,75.2,0.7519,0.6823,0.7974,0.8575,Critical,91.5,1098.0,15,Month-to-month,Electronic check,0,683,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
0004-TLHLJ,75.1,0.7515,0.6732,0.8018,0.8715,Critical,73.9,886.8,4,Month-to-month,Electronic check,1,688,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
8111-RKSPX,75.1,0.7513,0.6767,0.8348,0.8123,Critical,72.2,866.4,4,Month-to-month,Bank transfer (automatic),1,690,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
5928-QLDHB,75.1,0.7512,0.6718,0.8044,0.87,Critical,76.25,915.0,9,Month-to-month,Electronic check,0,691,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3750-CKVKH,74.7,0.7468,0.6905,0.749,0.8843,Critical,67.75,813.0,2,Month-to-month,Electronic check,1,700,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3191-CSNMG,74.7,0.7473,0.6389,0.8459,0.8705,Critical,80.7,968.4,3,Month-to-month,Electronic check,0,706,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
6856-RAURS,74.6,0.7456,0.6964,0.7512,0.8599,Critical,74.9,898.8,2,Month-to-month,Mailed check,0,712,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
0685-MLYYM,74.5,0.7446,0.6404,0.8377,0.8656,Critical,70.75,849.0,2,Month-to-month,Electronic check,1,716,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
2919-HBCJO,74.5,0.7452,0.7101,0.8499,0.6761,Critical,76.65,919.8,4,Month-to-month,Bank transfer (automatic),1,717,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
4706-AXVKM,74.3,0.7432,0.6743,0.797,0.8346,Critical,84.8,1017.6,11,Month-to-month,Credit card (automatic),1,728,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
8699-ASUFO,74.3,0.7428,0.6506,0.8142,0.8662,Critical,74.4,892.8,7,Month-to-month,Mailed check,1,729,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
9685-WKZGT,73.9,0.7391,0.6574,0.8105,0.8362,Critical,74.95,899.4,14,Month-to-month,Electronic check,1,745,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
0923-PNFUB,73.8,0.7376,0.6306,0.8346,0.8596,Critical,83.75,1005.0,3,Month-to-month,Electronic check,1,747,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
3908-BLSYF,73.8,0.7378,0.6135,0.8579,0.8683,Critical,83.9,1006.8,6,Month-to-month,Electronic check,1,749,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
7881-EVUAD,73.7,0.7372,0.6747,0.7847,0.8222,Critical,42.6,511.2,2,Month-to-month,Electronic check,1,752,Month-to-month contract | Manual payment method | New customer (0-12 months),Personal call within 24 hours. Offer 40% discount on annual plan upgrade. Escalate to senior retention specialist.
